,Média,Desvio Padrão,Limite inferior,Limite Superior
zeroR,0.3333333333333334,1.1102230246251565e-16,0.33333333333333337,0.3333333333333335
oneR,0.9200000000000002,0.06061414087549268,0.8983099068238245,0.9416900931761758
naiveBayes,0.9511111111111111,0.051448164012400995,0.9327009603599136,0.9695212618623087
random,0.32,0.13705905728986023,0.2709549474707176,0.36904505252928244
stratifiedRandom,0.33555555555555566,0.12350838428080224,0.29135945998451973,0.3797516511265916
