,zeroR,oneR,naiveBayes,random,stratifiedRandom
0,0.3888888888888889,0.6666666666666666,1.0,0.3333333333333333,0.4444444444444444
1,0.3888888888888889,0.7777777777777778,1.0,0.5,0.3888888888888889
2,0.3888888888888889,0.6666666666666666,0.8888888888888888,0.4444444444444444,0.1111111111111111
3,0.3888888888888889,0.6666666666666666,1.0,0.3333333333333333,0.2777777777777778
4,0.3888888888888889,0.7222222222222222,1.0,0.2777777777777778,0.3333333333333333
5,0.3888888888888889,0.5,1.0,0.2222222222222222,0.2222222222222222
6,0.3888888888888889,0.6666666666666666,0.9444444444444444,0.2777777777777778,0.2222222222222222
7,0.3888888888888889,0.6111111111111112,1.0,0.3888888888888889,0.6666666666666666
8,0.4117647058823529,0.4117647058823529,0.9411764705882353,0.47058823529411764,0.35294117647058826
9,0.47058823529411764,0.5882352941176471,1.0,0.4117647058823529,0.35294117647058826
10,0.3888888888888889,0.6666666666666666,1.0,0.4444444444444444,0.3888888888888889
11,0.3888888888888889,0.7222222222222222,1.0,0.4444444444444444,0.3888888888888889
12,0.3888888888888889,0.3888888888888889,1.0,0.5,0.3333333333333333
13,0.3888888888888889,0.7222222222222222,0.8888888888888888,0.5,0.6111111111111112
14,0.3888888888888889,0.6111111111111112,0.9444444444444444,0.3888888888888889,0.2222222222222222
15,0.3888888888888889,0.6666666666666666,1.0,0.2222222222222222,0.3333333333333333
16,0.3888888888888889,0.6111111111111112,0.9444444444444444,0.6111111111111112,0.3888888888888889
17,0.3888888888888889,0.6111111111111112,1.0,0.4444444444444444,0.1111111111111111
18,0.4117647058823529,0.6470588235294118,1.0,0.29411764705882354,0.35294117647058826
19,0.47058823529411764,0.6470588235294118,1.0,0.29411764705882354,0.4117647058823529
20,0.3888888888888889,0.6666666666666666,0.9444444444444444,0.4444444444444444,0.1111111111111111
21,0.3888888888888889,0.3888888888888889,1.0,0.2222222222222222,0.2777777777777778
22,0.3888888888888889,0.6666666666666666,1.0,0.3888888888888889,0.3333333333333333
23,0.3888888888888889,0.6666666666666666,1.0,0.3888888888888889,0.3888888888888889
24,0.3888888888888889,0.7222222222222222,0.9444444444444444,0.2222222222222222,0.3333333333333333
25,0.3888888888888889,0.7222222222222222,1.0,0.5555555555555556,0.4444444444444444
26,0.3888888888888889,0.8333333333333334,1.0,0.2222222222222222,0.2222222222222222
27,0.3888888888888889,0.6111111111111112,0.9444444444444444,0.16666666666666666,0.2777777777777778
28,0.4117647058823529,0.7058823529411765,0.9411764705882353,0.17647058823529413,0.17647058823529413
29,0.47058823529411764,0.8235294117647058,0.9411764705882353,0.11764705882352941,0.35294117647058826
