,zeroR,oneR,naiveBayes,random,stratifiedRandom
0,0.1,0.12222222222222222,0.7833333333333333,0.12777777777777777,0.1111111111111111
1,0.1,0.17222222222222222,0.7722222222222223,0.14444444444444443,0.09444444444444444
2,0.1,0.14444444444444443,0.8111111111111111,0.13333333333333333,0.08888888888888889
3,0.1,0.16111111111111112,0.7388888888888889,0.1111111111111111,0.14444444444444443
4,0.1,0.12222222222222222,0.8555555555555555,0.10555555555555556,0.11666666666666667
5,0.1,0.1111111111111111,0.7388888888888889,0.08888888888888889,0.1
6,0.1,0.09444444444444444,0.8222222222222222,0.11666666666666667,0.06111111111111111
7,0.1005586592178771,0.07262569832402235,0.7597765363128491,0.1452513966480447,0.09497206703910614
8,0.10614525139664804,0.10614525139664804,0.7821229050279329,0.16201117318435754,0.09497206703910614
9,0.10614525139664804,0.1340782122905028,0.7932960893854749,0.08379888268156424,0.11173184357541899
10,0.1,0.08888888888888889,0.7111111111111111,0.10555555555555556,0.10555555555555556
11,0.1,0.08333333333333333,0.8055555555555556,0.1,0.10555555555555556
12,0.1,0.10555555555555556,0.7666666666666667,0.1111111111111111,0.08888888888888889
13,0.1,0.08333333333333333,0.7777777777777778,0.10555555555555556,0.09444444444444444
14,0.1,0.08333333333333333,0.75,0.08333333333333333,0.10555555555555556
15,0.1,0.12777777777777777,0.8555555555555555,0.10555555555555556,0.09444444444444444
16,0.1,0.08888888888888889,0.7833333333333333,0.08888888888888889,0.05555555555555555
17,0.1005586592178771,0.1005586592178771,0.8100558659217877,0.11731843575418995,0.061452513966480445
18,0.10614525139664804,0.10614525139664804,0.8044692737430168,0.08379888268156424,0.0893854748603352
19,0.10614525139664804,0.13966480446927373,0.776536312849162,0.0893854748603352,0.11173184357541899
20,0.1,0.08333333333333333,0.8444444444444444,0.08333333333333333,0.07222222222222222
21,0.1,0.12222222222222222,0.7722222222222223,0.044444444444444446,0.13333333333333333
22,0.1,0.09444444444444444,0.7222222222222222,0.1111111111111111,0.08888888888888889
23,0.1,0.12777777777777777,0.7944444444444444,0.08333333333333333,0.13333333333333333
24,0.1,0.08333333333333333,0.7833333333333333,0.08888888888888889,0.1111111111111111
25,0.1,0.13333333333333333,0.8388888888888889,0.08333333333333333,0.07222222222222222
26,0.1,0.13333333333333333,0.8166666666666667,0.1111111111111111,0.1388888888888889
27,0.1005586592178771,0.15083798882681565,0.7541899441340782,0.055865921787709494,0.08379888268156424
28,0.10614525139664804,0.11173184357541899,0.7486033519553073,0.11173184357541899,0.10614525139664804
29,0.10614525139664804,0.1005586592178771,0.7877094972067039,0.11731843575418995,0.0782122905027933
