,zeroR,oneR,naiveBayes,random,stratifiedRandom
0,0.6140350877192983,0.6491228070175439,0.8596491228070176,0.3684210526315789,0.5263157894736842
1,0.6140350877192983,0.6666666666666666,0.9298245614035088,0.5263157894736842,0.45614035087719296
2,0.631578947368421,0.5789473684210527,0.9473684210526315,0.49122807017543857,0.5263157894736842
3,0.631578947368421,0.6491228070175439,1.0,0.40350877192982454,0.49122807017543857
4,0.631578947368421,0.5964912280701754,0.9649122807017544,0.5087719298245614,0.40350877192982454
5,0.631578947368421,0.5087719298245614,0.9298245614035088,0.45614035087719296,0.5964912280701754
6,0.631578947368421,0.6666666666666666,0.8947368421052632,0.543859649122807,0.47368421052631576
7,0.631578947368421,0.5614035087719298,0.9298245614035088,0.5263157894736842,0.6140350877192983
8,0.631578947368421,0.6842105263157895,0.9824561403508771,0.5087719298245614,0.5964912280701754
9,0.625,0.5178571428571429,0.9107142857142857,0.5178571428571429,0.5357142857142857
10,0.6140350877192983,0.5087719298245614,0.8947368421052632,0.45614035087719296,0.5614035087719298
11,0.6140350877192983,0.6491228070175439,0.9122807017543859,0.47368421052631576,0.543859649122807
12,0.631578947368421,0.631578947368421,0.9298245614035088,0.47368421052631576,0.5263157894736842
13,0.631578947368421,0.6842105263157895,0.8947368421052632,0.49122807017543857,0.3684210526315789
14,0.631578947368421,0.5964912280701754,0.9122807017543859,0.6666666666666666,0.43859649122807015
15,0.631578947368421,0.5614035087719298,0.9473684210526315,0.5964912280701754,0.5964912280701754
16,0.631578947368421,0.543859649122807,0.9649122807017544,0.5789473684210527,0.5263157894736842
17,0.631578947368421,0.6491228070175439,0.9473684210526315,0.47368421052631576,0.5964912280701754
18,0.631578947368421,0.543859649122807,0.9824561403508771,0.47368421052631576,0.5964912280701754
19,0.625,0.7678571428571429,0.9107142857142857,0.5,0.48214285714285715
20,0.6140350877192983,0.5087719298245614,0.9473684210526315,0.6140350877192983,0.543859649122807
21,0.6140350877192983,0.49122807017543857,0.8771929824561403,0.543859649122807,0.5789473684210527
22,0.631578947368421,0.5964912280701754,0.9473684210526315,0.45614035087719296,0.5964912280701754
23,0.631578947368421,0.5087719298245614,0.9824561403508771,0.45614035087719296,0.49122807017543857
24,0.631578947368421,0.5964912280701754,0.8596491228070176,0.5789473684210527,0.5263157894736842
25,0.631578947368421,0.45614035087719296,0.9298245614035088,0.543859649122807,0.43859649122807015
26,0.631578947368421,0.5964912280701754,0.9649122807017544,0.47368421052631576,0.49122807017543857
27,0.631578947368421,0.43859649122807015,0.9122807017543859,0.49122807017543857,0.5614035087719298
28,0.631578947368421,0.5614035087719298,1.0,0.45614035087719296,0.5087719298245614
29,0.625,0.6071428571428571,0.9285714285714286,0.5714285714285714,0.5178571428571429
